23.8 0
26.1 84
26.6 242
35.0 175
35.3 218
35.4 38
35.8 61
37.2 504
37.3 505
37.5 503
38.4 31
39.8 476
40.6 101
41.5 113
44.2 481
45.9 92
46.2 16
46.2 1
46.6 211
47.4 217
47.8 221
48.3 492
49.6 479
49.9 112
50.1 25
50.3 505
51.4 4
51.6 37
51.7 180
52.2 346
52.4 20
53.3 12
54.3 256
54.7 17
54.8 183
55.3 190
55.3 288
55.3 5
55.6 8
56.7 122
56.9 475
57.2 342
57.2 6
57.4 484
57.4 118
58.1 32
58.1 235
58.2 490
58.5 3
58.6 145
58.7 114
58.8 167
59.0 212
59.1 469
59.3 504
59.3 460
59.5 503
59.6 68
59.8 245
59.9 482
60.0 284
60.1 98
60.2 258
60.2 397
60.3 237
60.3 224
60.3 97
60.4 253
60.5 266
60.8 489
60.9 29
61.1 9
61.1 485
61.8 251
61.9 103
62.1 431
62.3 62
62.3 39
62.3 504
62.4 364
62.5 234
62.5 95
62.6 269
63.0 47
63.1 166
63.2 187
63.2 236
63.2 367
63.2 278
63.2 238
63.3 457
63.3 105
63.4 132
63.7 56
63.7 163
63.7 361
63.8 499
63.9 463
64.0 505
64.1 148
64.2 107
64.3 34
64.4 28
64.4 220
64.5 124
64.8 345
64.9 376
64.9 229
64.9 354
64.9 139
65.0 503
65.0 199
65.0 227
65.1 147
65.1 357
65.2 350
65.2 427
65.3 216
65.3 51
65.3 408
65.4 274
65.4 472
65.6 426
65.7 337
65.8 486
65.8 470
65.9 480
66.0 504
66.1 175
66.1 40
66.2 421
66.2 371
66.2 487
66.5 150
66.5 83
66.6 117
66.6 400
66.7 116
66.7 417
66.8 27
66.8 203
66.8 213
66.8 356
66.9 424
67.0 382
67.0 0
67.0 78
67.0 496
67.1 495
67.1 138
67.1 99
67.1 214
67.1 352
67.2 170
67.2 36
67.2 168
67.2 478
67.3 416
67.3 462
67.6 287
67.6 181
67.6 273
67.6 360
67.7 379
67.7 110
67.7 179
67.7 262
67.7 142
67.8 473
67.8 90
67.8 286
68.0 366
68.1 468
68.2 387
68.2 96
68.3 503
68.3 156
68.4 178
68.4 403
68.5 112
68.5 474
68.5 54
68.5 115
68.6 271
68.6 381
68.6 171
68.7 140
68.7 185
68.8 436
68.8 504
68.8 119
68.9 177
69.0 409
69.0 118
69.0 268
69.1 384
69.2 405
69.3 35
69.3 226
69.3 43
69.3 188
69.4 86
69.5 498
69.5 394
69.5 446
69.6 375
69.6 209
69.7 2
69.7 444
69.7 231
69.7 137
69.8 502
69.8 92
69.8 26
69.9 455
69.9 111
69.9 20
70.0 202
70.1 440
70.1 414
70.1 505
70.1 500
70.2 16
70.2 21
70.3 422
70.3 180
70.3 174
70.3 481
70.3 126
70.4 219
70.4 406
70.5 415
70.5 351
70.5 198
70.6 173
70.7 503
70.8 41
70.8 122
70.8 290
70.9 162
70.9 458
71.0 37
71.0 264
71.0 104
71.1 212
71.2 323
71.2 1
71.2 94
71.2 183
71.2 17
71.4 248
71.4 87
71.4 296
71.5 501
71.5 434
71.5 395
71.5 217
71.5 32
71.6 475
71.6 390
71.6 407
71.6 410
71.7 136
71.7 85
71.8 413
71.8 342
71.8 5
72.1 370
72.1 330
72.2 224
72.2 211
72.2 98
72.3 159
72.4 238
72.5 300
72.5 257
72.5 237
72.5 335
72.5 8
72.6 476
72.7 365
72.7 89
72.8 256
72.8 106
72.9 505
72.9 152
73.0 62
73.0 269
73.1 251
73.1 253
73.1 423
73.1 485
73.2 321
73.2 61
73.3 376
73.3 464
73.3 14
73.5 234
73.5 361
73.5 277
73.6 258
73.6 229
73.7 24
73.7 294
73.7 278
73.8 364
73.8 184
73.8 38
73.9 303
73.9 437
74.0 3
74.0 357
74.0 9
74.0 354
74.1 504
74.1 105
74.2 451
74.2 430
74.2 346
74.2 245
74.3 249
74.3 418
74.4 367
74.4 308
74.4 220
74.4 429
74.4 358
74.4 29
74.5 443
74.5 230
74.5 240
74.6 499
74.6 297
74.6 236
74.6 460
74.7 95
74.7 493
74.7 34
74.8 25
74.8 503
74.9 411
74.9 371
75.0 80
